;Names;FA;FA StdDev;MD;MD StdDev;RD;RD StdDev;AD;AD StdDev;Time
87;Subject_032_S_0677;0.7055923632458982;0.19004985564276902;0.0009079506673503184;0.0003477041396010215;0.00047710028060183246;0.0004096640966972859;0.00176965144084729;0.0002676997629807074;18.14
88;Subject_003_S_4644;0.7030922405954259;0.19426405292311955;0.0009257954650217096;0.0003430326247090813;0.00048324624599725897;0.00040208006202046404;0.0018108939030706107;0.00032634439514912615;18.68
89;Subject_002_S_0413;0.6794181482966434;0.19181208840790742;0.000979886448395122;0.0002882881753479019;0.0005347496778814562;0.00036554316095621;0.0018701599894224534;0.00020621440008388272;11.46
90;Subject_002_S_1155;0.6573313951008669;0.1983012924865682;0.0009256579858277589;0.00031764664319622386;0.0005242199216433884;0.0003908950481917611;0.0017285341141965;0.00026761279118108915;11.98
91;Subject_033_S_7066;0.6080661103484855;0.22880935007849088;0.0010575327386274675;0.000476337366190064;0.0006769903734424358;0.0005520922015372494;0.0018186174689975307;0.0003605552443473483;11.27
92;Subject_033_S_10328;0.6285984583893484;0.24187520880105767;0.0010489428652942087;0.00040872357594385424;0.0006417267815380497;0.0005062082709471362;0.001863375032806526;0.0002803408439927775;11.65
93;Subject_033_S_10144;0.6373745527511357;0.2233020200959463;0.0010467384275432035;0.00037280719996729344;0.0006245796808363992;0.0004544062864875069;0.0018910559209568115;0.0002644589588450267;11.48
94;Subject_032_S_6804;0.6306402540312765;0.18674687182603025;0.0008725554671800919;0.000258067398089561;0.0005131014651810767;0.00031695681197227015;0.0015914634711781221;0.00025882757258863996;10.83
95;Subject_016_S_7014;0.5857170705598213;0.21798905905661453;0.0010729691320519993;0.00040425573356601225;0.0007009385665148007;0.00048026106533553527;0.0018170302631263968;0.0002884793000361454;20.0
96;Subject_168_S_6049;0.6707135865473698;0.16494345272315433;0.000845920955695466;0.0002064155417382549;0.0004605395468980095;0.00025868677090027764;0.0016166837732903788;0.00023529251610592623;11.36
97;Subject_032_S_6211;0.6200547253563412;0.18916685031551267;0.0009736857171376423;0.00036571277282076547;0.0005916258439579189;0.0004190305775296082;0.0017378054634970893;0.0003371929037233903;19.01
98;Subject_041_S_6786;0.6790018824116608;0.1744369984030538;0.0008564103344922618;0.0002741695009427827;0.0004700466464376943;0.0003281415138926597;0.0016291377106013964;0.0002172930525299806;11.74
99;Subject_041_S_4427;0.7294838383471917;0.1891130250805189;0.000847479341154417;0.0002469283767613362;0.00041174499616426823;0.0003088650788853661;0.0017189480311347151;0.00021510368110890242;11.55
100;Subject_032_S_6293;0.6700415775148834;0.17491677561113328;0.0008527760597286087;0.00028671863078264355;0.00047573696284747383;0.00034247120868952205;0.0016068542534908787;0.000234961260761095;20.48
101;Subject_033_S_6497;0.7103662382329372;0.21768019471679786;0.0009231355938950839;0.00043473885449118993;0.0004950579344282882;0.00047152586709330827;0.0017792909128286748;0.0004116183054271894;19.9
102;Subject_137_S_6659;0.4759276124291249;0.17943092165837057;0.0013281857374691283;0.0005315145217587101;0.0009794811406707946;0.0005552914101228707;0.002025594931065796;0.0005274706581962898;11.3
103;Subject_033_S_6824;0.7306734774264818;0.19617723815310067;0.0008930270787670461;0.0003094092211520372;0.00043809116227857403;0.00037167415452804493;0.0018028989117439898;0.00027838546144904046;18.99
104;Subject_002_S_6007;0.6342278662345846;0.1950179789802676;0.0009676714803348934;0.0002979433577467561;0.0005675794138256512;0.00035734829540750776;0.0017678556133533777;0.00027192799736316063;10.97
105;Subject_037_S_4214;0.5383766516385812;0.18703569772535186;0.0009990661647324124;0.0003633290212414252;0.0006900426972166432;0.00041383089755275127;0.0016171130997639509;0.00031297946283887407;11.23
106;Subject_011_S_6367;0.6665260587304674;0.19977370541999515;0.00090490476062582;0.000284272676895165;0.0005060225567063488;0.00035415810339554823;0.001702669168464762;0.000217355187567031;11.4
107;Subject_003_S_4872;0.7158247359774992;0.18956228176623727;0.0008638899652051863;0.0003123685674028373;0.0004376362302397734;0.00036717264119615534;0.001716397435136013;0.0002964952412180922;11.08
